gene	Gene.Ontology.IDs
LOC111105718	GO:0002020; GO:0005365; GO:0005366; GO:0005737; GO:0005886; GO:0015798; GO:0016020; GO:0016324; GO:0030426; GO:0031090; GO:0042995; GO:0043231; GO:0044297; GO:0051117; GO:0055085; GO:0071944; GO:0097450; GO:0150104; GO:1902004
LOC111105716	GO:0000228; GO:0000278; GO:0000776; GO:0000785; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0006338; GO:0006357; GO:0006368; GO:0008285; GO:0016363; GO:0016514; GO:0016586; GO:0030071; GO:0045582; GO:0045597; GO:0045663; GO:0070316; GO:2000045; GO:2000781; GO:2000819
LOC111105716	GO:0003677; GO:0003682; GO:0005634; GO:0006338; GO:0006368; GO:0016514; GO:0016586
LOC111105716	GO:0000776; GO:0000785; GO:0001825; GO:0001890; GO:0001974; GO:0003007; GO:0003349; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0006338; GO:0006357; GO:0006368; GO:0007507; GO:0008285; GO:0016363; GO:0016514; GO:0016586; GO:0030071; GO:0045582; GO:0045597; GO:0045663; GO:0045893; GO:0060948; GO:0060979; GO:0060999; GO:0070316; GO:2000045; GO:2000781; GO:2000819
LOC111108535	GO:0005739; GO:0005783; GO:0005789; GO:0005793; GO:0006644; GO:0006672; GO:0006869; GO:0007006; GO:0007040; GO:0007399; GO:0007601; GO:0007628; GO:0008203; GO:0008306; GO:0008361; GO:0008610; GO:0016020; GO:0021523; GO:0030163; GO:0033116; GO:0035176; GO:0043524; GO:0045494; GO:0045861; GO:0046513; GO:0050881; GO:0050884; GO:0050885; GO:0051935; GO:0055088; GO:0060041; GO:0060052; GO:0097001; GO:0097473; GO:0098793
LOC111109725	GO:0000247; GO:0004769; GO:0005635; GO:0005783; GO:0005789; GO:0006695; GO:0008203; GO:0030097; GO:0031410; GO:0031965; GO:0033489; GO:0033490; GO:0042802; GO:0043931; GO:0047750
LOC111109534	GO:0000122; GO:0001525; GO:0001554; GO:0001569; GO:0001974; GO:0002062; GO:0003180; GO:0003208; GO:0003209; GO:0003222; GO:0003344; GO:0005112; GO:0005509; GO:0005737; GO:0005886; GO:0007165; GO:0007219; GO:0007601; GO:0008015; GO:0008285; GO:0010596; GO:0010628; GO:0010629; GO:0030217; GO:0035912; GO:0035924; GO:0044344; GO:0045746; GO:0045747; GO:0048018; GO:0050767; GO:0060579; GO:0061074; GO:0061314; GO:0071397; GO:0072554; GO:0090051; GO:0090650; GO:1903588; GO:2000179
LOC111106917	GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659
LOC111109363	GO:0003677; GO:0005634
LOC111109525	GO:0001726; GO:0005085; GO:0005737; GO:0005794; GO:0005829; GO:0005856; GO:0007010; GO:0008360; GO:0030027; GO:0030036; GO:0031267; GO:0043087; GO:0046847; GO:0046872; GO:0051056
LOC111109525	GO:0005085; GO:0005737; GO:0005856; GO:0046872
LOC111106208	GO:0000244; GO:0000398; GO:0005634; GO:0005681; GO:0016607; GO:0046540
LOC111108650	GO:0005524; GO:0005634; GO:0005737
LOC111106123	GO:0044423
LOC111108508	GO:0000307; GO:0005634; GO:0006357; GO:0016538; GO:1902749
LOC111108509	GO:0004596; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006473; GO:0006474; GO:0008080; GO:0016407; GO:0031415; GO:0043022; GO:1990189; GO:1990190; GO:2000719
LOC111108063	GO:0003714; GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0010629; GO:0016020; GO:0016779; GO:0019899; GO:0042531; GO:0042532; GO:0045087; GO:0060336; GO:0070212; GO:0070403; GO:1902216; GO:1990404
LOC111108063	GO:0003714; GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0010629; GO:0016779; GO:0019899; GO:0042531; GO:0042532; GO:0045087; GO:0060336; GO:0070212; GO:0070403; GO:1902216; GO:1990404
LOC111108190	GO:0005635; GO:0005642; GO:0005643; GO:0005737; GO:0005794; GO:0005813; GO:0005829; GO:0005886; GO:0006890; GO:0007018; GO:0008093; GO:0015031; GO:0031267; GO:0031410; GO:0034067; GO:0034452; GO:0051028; GO:0051642; GO:0051959; GO:0070507; GO:0070840; GO:0072385; GO:0072393
LOC111106951	GO:0001666; GO:0001726; GO:0001934; GO:0004672; GO:0004674; GO:0004709; GO:0005518; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0005829; GO:0005884; GO:0005886; GO:0005911; GO:0005925; GO:0006338; GO:0006468; GO:0006887; GO:0006915; GO:0006974; GO:0007264; GO:0007528; GO:0008284; GO:0010033; GO:0010468; GO:0010763; GO:0014069; GO:0014704; GO:0016020; GO:0016310; GO:0016358; GO:0016477; GO:0019226; GO:0019901; GO:0021549; GO:0021764; GO:0030010; GO:0030018; GO:0030027; GO:0030335; GO:0030424; GO:0030425; GO:0030426; GO:0031116; GO:0031532; GO:0031965; GO:0032587; GO:0032869; GO:0032956; GO:0032991; GO:0033138; GO:0033148; GO:0035556; GO:0042060; GO:0043015; GO:0043113; GO:0043408; GO:0043507; GO:0045773; GO:0046628; GO:0046777; GO:0048012; GO:0048754; GO:0048812; GO:0050770; GO:0051179; GO:0051496; GO:0060090; GO:0060244; GO:0060996; GO:0061052; GO:0061534; GO:0061535; GO:0071407; GO:0090063; GO:0090314; GO:0098597; GO:0098793; GO:0098978; GO:0098982; GO:0099553; GO:0106310; GO:0140678; GO:0150036; GO:1900271; GO:1903608; GO:1904707; GO:1904754
LOC111106949	GO:0001666; GO:0001726; GO:0001934; GO:0004672; GO:0004674; GO:0004709; GO:0005518; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0005829; GO:0005884; GO:0005886; GO:0005911; GO:0005925; GO:0006338; GO:0006468; GO:0006887; GO:0006915; GO:0006974; GO:0007264; GO:0007528; GO:0008284; GO:0010033; GO:0010468; GO:0010763; GO:0014069; GO:0014704; GO:0016020; GO:0016310; GO:0016358; GO:0016477; GO:0019226; GO:0019901; GO:0021549; GO:0021764; GO:0030010; GO:0030018; GO:0030027; GO:0030335; GO:0030424; GO:0030425; GO:0030426; GO:0031116; GO:0031532; GO:0031965; GO:0032587; GO:0032869; GO:0032956; GO:0032991; GO:0033138; GO:0033148; GO:0035556; GO:0042060; GO:0043015; GO:0043113; GO:0043408; GO:0043507; GO:0045773; GO:0046628; GO:0046777; GO:0048012; GO:0048754; GO:0048812; GO:0050770; GO:0051179; GO:0051496; GO:0060090; GO:0060244; GO:0060996; GO:0061052; GO:0061534; GO:0061535; GO:0071407; GO:0090063; GO:0090314; GO:0098597; GO:0098793; GO:0098978; GO:0098982; GO:0099553; GO:0106310; GO:0140678; GO:0150036; GO:1900271; GO:1903608; GO:1904707; GO:1904754
LOC111109370	GO:0004518; GO:0005634; GO:0005737; GO:0046872
LOC111110687	GO:0005886; GO:0009738; GO:0009787; GO:0071470
LOC111108779	GO:0005085; GO:0007266
LOC111109373	GO:0004930; GO:0005886
LOC111110255	GO:0006821; GO:0007605; GO:0008271; GO:0008360; GO:0015701; GO:0016323; GO:0016328; GO:0042803; GO:0140900
LOC111109374	GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659
LOC111109375	GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659
LOC111109376	GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659
LOC111109377	GO:0000281; GO:0005200; GO:0005634; GO:0005737; GO:0005764; GO:0005856; GO:0005886; GO:0006357; GO:0007009; GO:0007165; GO:0007409; GO:0007411; GO:0007528; GO:0008089; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0030951; GO:0031594; GO:0032507; GO:0033268; GO:0033270; GO:0034112; GO:0035902; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045184; GO:0045202; GO:0045211; GO:0045296; GO:0045806; GO:0045838; GO:0050808; GO:0061564; GO:0061629; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1901224; GO:1902260; GO:1903533; GO:1904115; GO:2000651; GO:2001259
LOC111107866	GO:0000281; GO:0005200; GO:0005634; GO:0005737; GO:0005764; GO:0005856; GO:0005886; GO:0006357; GO:0007009; GO:0007165; GO:0007409; GO:0007411; GO:0007528; GO:0008089; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0030951; GO:0031594; GO:0032507; GO:0033268; GO:0033270; GO:0034112; GO:0035902; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045184; GO:0045202; GO:0045211; GO:0045296; GO:0045806; GO:0045838; GO:0050808; GO:0061564; GO:0061629; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1901224; GO:1902260; GO:1903533; GO:1904115; GO:2000651; GO:2001259
LOC111107865	GO:0000281; GO:0005200; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0007009; GO:0007165; GO:0007409; GO:0007528; GO:0008092; GO:0008093; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045184; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:1900827; GO:1902260; GO:2000651; GO:2001259
LOC111109378	GO:0005634; GO:0005886; GO:0006779; GO:0006888; GO:0007165; GO:0008093; GO:0009898; GO:0010638; GO:0014731; GO:0016020; GO:0016529; GO:0019899; GO:0019903; GO:0030018; GO:0030507; GO:0030673; GO:0030863; GO:0031430; GO:0031672; GO:0042383; GO:0043005; GO:0044325; GO:0045211; GO:0048821; GO:0051117; GO:0060586; GO:0072659; GO:0098662
LOC111109379	GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659
LOC111107096	GO:0000278; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005929; GO:0006468; GO:0006974; GO:0030145; GO:0045893; GO:0051301; GO:0106310; GO:2000772
LOC111107099	GO:0000166; GO:0003938; GO:0005634; GO:0005737; GO:0005829; GO:0006177; GO:0006183; GO:0007623; GO:0046872
LOC111109382	GO:0001867; GO:0005102; GO:0005581; GO:0005615; GO:0030246; GO:0046872; GO:0062023
LOC111109383	GO:0002250; GO:0005102; GO:0005576; GO:0005615; GO:0007160; GO:0050776; GO:0050868; GO:0062023; GO:0070527; GO:0072574
LOC111108150	GO:0000724; GO:0003677; GO:0003690; GO:0003697; GO:0005634; GO:0005764; GO:0005770; GO:0006974; GO:0007283; GO:0007338; GO:0008584; GO:0035264; GO:0035800; GO:0043130; GO:0043231; GO:0043588; GO:0048568; GO:0048705; GO:0048872; GO:0050679; GO:0072520; GO:1902525; GO:1905168
LOC111107518	GO:0005509; GO:0005546; GO:0006887; GO:0015031; GO:0016050; GO:0016082; GO:0019901; GO:0031045; GO:0031410; GO:0045055; GO:0045921; GO:0045956; GO:0050432; GO:0051649; GO:0098674; GO:0098793; GO:0098978; GO:0099525
LOC111106506	GO:0000785; GO:0000791; GO:0002446; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005886; GO:0006306; GO:0006325; GO:0007049; GO:0016604; GO:0016607; GO:0019899; GO:0030218; GO:0032991; GO:0035064; GO:0042119; GO:0045893; GO:0046872; GO:1900087
LOC111110417	GO:0000139; GO:0003779; GO:0005634; GO:0005829; GO:0006900; GO:0008092; GO:0009617; GO:0010324; GO:0016050; GO:0030027; GO:0030036; GO:0030041; GO:0030050; GO:0030478; GO:0031252; GO:0031410; GO:0031503; GO:0032880; GO:0042802; GO:0045944; GO:0050921; GO:0051301; GO:0051491; GO:0051653; GO:0060491; GO:0060997; GO:0097320; GO:0098794; GO:0098974; GO:0098978; GO:0099173; GO:0099175; GO:1903526; GO:2000370; GO:2000402
LOC111107966	GO:0000139; GO:0003779; GO:0005634; GO:0005829; GO:0006900; GO:0008092; GO:0009617; GO:0010324; GO:0016050; GO:0030027; GO:0030036; GO:0030041; GO:0030050; GO:0030478; GO:0031252; GO:0031410; GO:0031503; GO:0032880; GO:0042802; GO:0045944; GO:0050921; GO:0051301; GO:0051491; GO:0051653; GO:0060491; GO:0060997; GO:0097320; GO:0098794; GO:0098974; GO:0098978; GO:0099173; GO:0099175; GO:1903526; GO:2000370; GO:2000402
LOC111105791	GO:0002625; GO:0003779; GO:0005634; GO:0005829; GO:0005884; GO:0005886; GO:0005911; GO:0006952; GO:0006955; GO:0007596; GO:0008064; GO:0008154; GO:0008544; GO:0010591; GO:0012506; GO:0015629; GO:0016197; GO:0017124; GO:0019901; GO:0030041; GO:0030048; GO:0030695; GO:0031267; GO:0032488; GO:0035861; GO:0042110; GO:0042802; GO:0043274; GO:0045335; GO:0045944; GO:0051492; GO:0051497; GO:0065003; GO:0070062; GO:0071346; GO:1905168; GO:2000146
LOC111108484	GO:0001650; GO:0002039; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006468; GO:0006974; GO:0007155; GO:0015630; GO:0030155; GO:0031588; GO:0032007; GO:0035507; GO:0035556; GO:0042149; GO:0106310; GO:2000772
LOC111108694	GO:0003857; GO:0004303; GO:0005739; GO:0006631; GO:0006637; GO:0008202; GO:0008205; GO:0008209; GO:0008210; GO:0016229; GO:0018454; GO:0030678; GO:0035410; GO:0044594; GO:0047015; GO:0047022; GO:0047035; GO:0090646; GO:0106282; GO:0106283
LOC111109708	GO:0000151; GO:0003746; GO:0005730; GO:0005737; GO:0005829; GO:0005886
LOC111107481	GO:0005789; GO:0006072; GO:0006127; GO:0008643; GO:0015169; GO:0015760; GO:0015794; GO:0035435; GO:0061513
LOC111109385	GO:0001525; GO:0001819; GO:0001935; GO:0005509; GO:0005783; GO:0005789; GO:0005886; GO:0006915; GO:0006952; GO:0015252; GO:0016175; GO:0020037; GO:0042554; GO:0043012; GO:0043020; GO:0050660; GO:0050661; GO:0061640; GO:1902600; GO:2000379
LOC111105777	GO:0001525; GO:0001819; GO:0001935; GO:0005509; GO:0005783; GO:0005789; GO:0005886; GO:0006915; GO:0006952; GO:0015252; GO:0016175; GO:0020037; GO:0042554; GO:0043012; GO:0043020; GO:0050660; GO:0050661; GO:0061640; GO:1902600; GO:2000379
LOC111109390	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197
LOC111110359	GO:0004222; GO:0005739; GO:0005743; GO:0006627; GO:0006851; GO:0017087; GO:0046872
LOC111109656	GO:0001676; GO:0003995; GO:0004466; GO:0005634; GO:0005739; GO:0005743; GO:0030425; GO:0031966; GO:0032981; GO:0046395; GO:0050660; GO:0051791; GO:0070991
LOC111107856	GO:0005829; GO:0006895; GO:0015031; GO:0031901; GO:0070062
LOC111110723	GO:0005789; GO:0006672; GO:2000303
LOC111115803	GO:0006953; GO:0034364
LOC111115040	GO:0005634; GO:0005737; GO:0005839; GO:0019774; GO:0043161
LOC111115463	GO:0003723; GO:0004190; GO:0004197; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0006915; GO:0006954; GO:0007507; GO:0008233; GO:0008234; GO:0008303; GO:0009411; GO:0016485; GO:0030163; GO:0042742; GO:0043065; GO:0043231; GO:0044346; GO:0051402; GO:0051604; GO:0070227; GO:0071222; GO:0072734; GO:0097153; GO:0097191; GO:0097193; GO:0097194; GO:0097200; GO:1905686
LOC111114644	GO:0005242; GO:0005249; GO:0005267; GO:0006813; GO:0007623; GO:0016020; GO:0034765; GO:0044877; GO:0071805; GO:0086011
LOC111114644	GO:0000976; GO:0005216; GO:0005242; GO:0005249; GO:0005251; GO:0005267; GO:0005635; GO:0005737; GO:0005886; GO:0006813; GO:0007420; GO:0008076; GO:0009986; GO:0021510; GO:0031625; GO:0042391; GO:0042802; GO:0042803; GO:0044877; GO:0045893; GO:0048471; GO:0055075; GO:0055131; GO:0060048; GO:0060306; GO:0060307; GO:0071466; GO:0071805; GO:0086005; GO:0086009; GO:0086010; GO:0086011; GO:0086013; GO:0086091; GO:0097110; GO:0097623; GO:0098915; GO:1901379; GO:1901380; GO:1901381; GO:1902282; GO:1902937; GO:1903765; GO:1990573
LOC111114644	GO:0000976; GO:0005216; GO:0005242; GO:0005249; GO:0005251; GO:0005267; GO:0005886; GO:0006813; GO:0008076; GO:0009986; GO:0031625; GO:0042391; GO:0042802; GO:0042803; GO:0044877; GO:0045893; GO:0048471; GO:0055075; GO:0055131; GO:0060048; GO:0060306; GO:0060307; GO:0071466; GO:0071805; GO:0086005; GO:0086009; GO:0086010; GO:0086011; GO:0086013; GO:0086091; GO:0097110; GO:0097623; GO:0098915; GO:1901379; GO:1901380; GO:1901381; GO:1902282; GO:1902937; GO:1903765; GO:1990573
LOC111114705	GO:0000045; GO:0000139; GO:0000421; GO:0005739; GO:0005789; GO:0005794; GO:0005802; GO:0010940; GO:0017128; GO:0031902; GO:0031966; GO:0034045; GO:0055038; GO:0060349
LOC111115801	GO:0005615; GO:0005654; GO:0005886; GO:0006508; GO:0006749; GO:0006751; GO:0006954; GO:0008235; GO:0008270; GO:0008800; GO:0016324; GO:0016805; GO:0016999; GO:0030054; GO:0030336; GO:0030593; GO:0031528; GO:0034235; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070062; GO:0070573; GO:0071277; GO:0071466; GO:0071732; GO:0072340; GO:0072341; GO:1901749
LOC111115132	GO:0003735; GO:0005840; GO:0006412; GO:0046872; GO:1990904
LOC111111172	GO:0003676; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0008270; GO:0008631; GO:0030687; GO:0033674; GO:0042273; GO:0043065; GO:0043410; GO:0046330; GO:1990275
LOC111112883	GO:0001525; GO:0001605; GO:0001635; GO:0001756; GO:0004948; GO:0005886; GO:0007166; GO:0007189; GO:0048844; GO:0055064
LOC111111088	GO:0005654; GO:0005737; GO:0008537; GO:0010950; GO:0061133; GO:0061136; GO:2000045
LOC111112912	GO:0002020; GO:0004866; GO:0004867; GO:0005576; GO:0005615; GO:0007565; GO:0010466; GO:0070062; GO:0072562
LOC111112326	GO:0004748; GO:0005829; GO:0009263
LOC111115386	GO:0004180; GO:0005654; GO:0005829; GO:0006508; GO:0016805; GO:0046872; GO:0070062; GO:0070573; GO:0103046
LOC111114889	GO:0019005; GO:0031146
LOC111114771	GO:0005739
LOC111111143	GO:0005509; GO:0060314
LOC111111143	GO:0005509
LOC111114842	GO:0000776; GO:0000785; GO:0003682; GO:0003712; GO:0005102; GO:0005634; GO:0005654; GO:0006337; GO:0006338; GO:0006357; GO:0007399; GO:0008284; GO:0016363; GO:0016514; GO:0016586; GO:0030071; GO:0035060; GO:0043231; GO:0045582; GO:0045596; GO:0045597; GO:0045663; GO:0045815; GO:0060090; GO:0070316; GO:0071398; GO:0071564; GO:0071565; GO:0140288; GO:1902459; GO:2000045; GO:2000781; GO:2000819
LOC111115202	GO:0003677; GO:0005634; GO:0046872
LOC111111303	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0050829; GO:0050830
LOC111113119	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0050829; GO:0050830
LOC111113117	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0050829; GO:0050830
LOC111113118	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0050829; GO:0050830
LOC111115393	GO:0000281; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0005829; GO:0006468; GO:0042641; GO:0099139; GO:0106310
LOC111115928	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0050829; GO:0050830
LOC111111273	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0050829; GO:0050830
LOC111110983	GO:0000785; GO:0000976; GO:0005634; GO:0005654; GO:0006311; GO:0007127; GO:0007129; GO:0007283; GO:0007292; GO:0010844; GO:0010845; GO:0016571; GO:0042800; GO:0042803; GO:0043066; GO:0043565; GO:0045944; GO:0046872; GO:0046975; GO:0048232; GO:0060903; GO:0140941; GO:0140944; GO:0140949; GO:0140955; GO:0140999; GO:1905516; GO:1990918
LOC111114820	GO:0000776; GO:0000785; GO:0003682; GO:0003712; GO:0005102; GO:0005634; GO:0005654; GO:0006337; GO:0006338; GO:0006357; GO:0007399; GO:0008284; GO:0016363; GO:0016514; GO:0016586; GO:0030071; GO:0035060; GO:0043231; GO:0045582; GO:0045596; GO:0045597; GO:0045663; GO:0045815; GO:0060090; GO:0070316; GO:0071398; GO:0071564; GO:0071565; GO:0140288; GO:1902459; GO:2000045; GO:2000781; GO:2000819
LOC111111190	GO:0005509; GO:0060314
LOC111111190	GO:0005509
LOC111115341	GO:0005739
LOC111115914	GO:0019005; GO:0031146
LOC111112749	GO:0002020; GO:0004866; GO:0004867; GO:0005576; GO:0005615; GO:0007565; GO:0010466; GO:0070062; GO:0072562
LOC111110923	GO:0005654; GO:0005737; GO:0008537; GO:0010950; GO:0061133; GO:0061136; GO:2000045
LOC111113352	GO:0001525; GO:0001605; GO:0001635; GO:0001756; GO:0004948; GO:0005886; GO:0007166; GO:0007189; GO:0048844; GO:0055064
LOC111110726	GO:0003676; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0008270; GO:0008631; GO:0030687; GO:0033674; GO:0042273; GO:0043065; GO:0043410; GO:0046330; GO:1990275
LOC111114610	GO:0003735; GO:0005840; GO:0006412; GO:0046872; GO:1990904
LOC111114591	GO:0005615; GO:0005654; GO:0005886; GO:0006508; GO:0006749; GO:0006751; GO:0006954; GO:0008235; GO:0008270; GO:0008800; GO:0016324; GO:0016805; GO:0016999; GO:0030054; GO:0030336; GO:0030593; GO:0031528; GO:0034235; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070062; GO:0070573; GO:0071277; GO:0071466; GO:0071732; GO:0072340; GO:0072341; GO:1901749
LOC111115682	GO:0000045; GO:0000139; GO:0000421; GO:0005739; GO:0005789; GO:0005794; GO:0005802; GO:0010940; GO:0017128; GO:0031902; GO:0031966; GO:0034045; GO:0055038; GO:0060349
LOC111115099	GO:0005242; GO:0016020; GO:0034765; GO:0060307; GO:0071805; GO:0086011; GO:0086091
LOC111115099	GO:0005242; GO:0005249; GO:0005267; GO:0006813; GO:0007623; GO:0016020; GO:0034765; GO:0044877; GO:0071805; GO:0086011
LOC111110874	GO:0003723; GO:0004190; GO:0004197; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0006915; GO:0006954; GO:0007507; GO:0008233; GO:0008234; GO:0008303; GO:0009411; GO:0016485; GO:0030163; GO:0042742; GO:0043065; GO:0043231; GO:0044346; GO:0051402; GO:0051604; GO:0070227; GO:0071222; GO:0072734; GO:0097153; GO:0097191; GO:0097193; GO:0097194; GO:0097200; GO:1905686
LOC111114594	GO:0005634; GO:0005737; GO:0005839; GO:0019774; GO:0043161
LOC111115334	GO:0006953; GO:0034364
LOC111115797	GO:0005789; GO:0006672; GO:2000303
LOC111110750	GO:0005730; GO:0006364; GO:0032040; GO:0042274
LOC111111648	GO:0001778; GO:0005524; GO:0005643; GO:0005737; GO:0005768; GO:0005783; GO:0005886; GO:0006914; GO:0006997; GO:0007033; GO:0015031; GO:0016020; GO:0016125; GO:0016197; GO:0016236; GO:0016887; GO:0030496; GO:0031468; GO:0032511; GO:0036258; GO:0042802; GO:0042803; GO:0045053; GO:0045324; GO:0060548; GO:0061709; GO:0061764; GO:0061952; GO:0070676; GO:0071985; GO:0090148; GO:0097352; GO:1904949; GO:1990621
LOC111112963	GO:0004991; GO:0005886; GO:0007166; GO:0007188; GO:0007189; GO:0017046; GO:0042803; GO:0043621
LOC111115124	GO:0000405; GO:0003684; GO:0003690; GO:0003697; GO:0003906; GO:0005634; GO:0005654; GO:0005694; GO:0006284; GO:0008270; GO:0019104; GO:0036297; GO:0140078; GO:1904931
LOC111112392	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
LOC111115910	GO:0005886; GO:0007601; GO:0008510; GO:0009416; GO:0009791; GO:0015701; GO:0016323; GO:0016324; GO:0021860; GO:0030425; GO:0035264; GO:0035641; GO:0036477; GO:0043025; GO:0043204; GO:0043679; GO:0045202; GO:0048172; GO:0048854; GO:0051453; GO:0055085; GO:0097440; GO:0097441; GO:0097442; GO:0098794; GO:0140892; GO:1902600
LOC111111281	GO:0003700; GO:0005634; GO:0007423; GO:0045944; GO:0046983; GO:0050769; GO:0061564; GO:0070888
LOC111110764	GO:0003779; GO:0005737; GO:0007163; GO:0008407; GO:0009913; GO:0015629; GO:0016358; GO:0016477; GO:0030034; GO:0030036; GO:0030674; GO:0035017; GO:0035099; GO:0035317; GO:0042060; GO:0043005; GO:0043025; GO:0046847; GO:0048477; GO:0048800; GO:0048812; GO:0051015; GO:0051017
LOC111115798	GO:0003779; GO:0005737; GO:0007163; GO:0008407; GO:0009913; GO:0015629; GO:0016358; GO:0016477; GO:0030034; GO:0030036; GO:0030674; GO:0035017; GO:0035099; GO:0035317; GO:0042060; GO:0043005; GO:0043025; GO:0046847; GO:0048477; GO:0048800; GO:0048812; GO:0051015; GO:0051017
